channel,mean_abs,rms,mean_p2p,mean_abs_rel,rms_rel,mean_p2p_rel
FC1,0.020067448817721892,0.025819888974716206,0.17568653726988764,1.0094341938919977,1.0000000000000047,0.9340389783560544
PO6,0.02005241331057268,0.02581988897471559,0.18651929369219408,1.0086778767748206,0.9999999999999808,0.9916314205471576
F1,0.020047000837861238,0.02581988897471615,0.18550486483659742,1.0084056181993502,1.0000000000000024,0.9862382008581564
CP4,0.020017457211554134,0.02581988897471615,0.1780404865110924,1.0069195126720933,1.0000000000000024,0.946553769634451
O2,0.020017456702642156,0.02581988897471562,0.18985623355999584,1.006919487072768,0.999999999999982,1.0093722899011315
CP3,0.020009237101152436,0.025819888974716095,0.17928100104791564,1.0065060241119674,1.0000000000000004,0.953148975781808
FC4,0.020006370211043286,0.02581988897471608,0.17892397839094085,1.0063618136080517,0.9999999999999999,0.9512508617717492
PO7,0.020005704328026397,0.025819888974715512,0.18956106585771465,1.0063283183146297,0.9999999999999778,1.007803028286857
O1,0.019991794549823007,0.02581988897471605,0.18996990128177074,1.0056286276924937,0.9999999999999987,1.0099766053163508
C4,0.01998836074198861,0.025819888974716126,0.1789409571007009,1.0054559000540788,1.0000000000000016,0.9513411292274377
POO7,0.019981874660094313,0.02581988897471644,0.19183968040083033,1.0051296367154772,1.0000000000000138,1.019917301998391
FC3,0.019968569523294528,0.025819888974716113,0.18485475080315003,1.0044603608069098,1.000000000000001,0.982781864037747
P5,0.019951712699542132,0.025819888974716085,0.18412785644782884,1.0036124276963962,1.0,0.9789173239792563
PO8,0.019946746748038955,0.02581988897471616,0.19212023984668986,1.0033626300615277,1.0000000000000029,1.0214088986924292
POO8,0.01992176526232971,0.02581988897471571,0.19503016182230615,1.0021060096451413,0.9999999999999855,1.0368795237695523
P4,0.019919087527121095,0.02581988897471592,0.1824228743011715,1.0019713140240727,0.9999999999999937,0.9698527718107955
C3,0.01989601309421448,0.02581988897471605,0.17608855898968837,1.000810622309238,0.9999999999999987,0.9361763302685847
TP10,0.01984377714320014,0.02581988897471612,0.20201912098987765,0.9981830459001341,1.0000000000000013,1.074036384972995
F4,0.01983586019230522,0.025819888974716286,0.19517179144897406,0.9977848068904182,1.0000000000000078,1.0376324988913435
P6,0.019825536826795873,0.025819888974716126,0.18743225732975022,0.9972655202468674,1.0000000000000016,0.9964851995364332
P8,0.019805616931846664,0.025819888974715797,0.19136724368291716,0.9962635083178418,0.9999999999999889,1.0174055881460107
CP5,0.01976460082858076,0.02581988897471619,0.18308016652052236,0.9942003134636835,1.000000000000004,0.9733472715179686
P7,0.019755637619640453,0.025819888974716158,0.19483307172849748,0.9937494455096387,1.0000000000000029,1.035831692599755
TP7,0.01973493325866882,0.02581988897471611,0.19280701875727477,0.9927079733166715,1.0000000000000009,1.0250601646458002
F3,0.01972678436912693,0.025819888974716022,0.20199516216990518,0.9922980673131457,0.9999999999999976,1.0739090077016489
TP8,0.01971678433121435,0.025819888974716137,0.1902889185060589,0.9917950447166579,1.000000000000002,1.0116726631184028
TP9,0.01971184062331241,0.025819888974716102,0.205204429819465,0.9915463659809521,1.0000000000000007,1.0909711066151309
T7,0.019690855176368018,0.02581988897471608,0.190784629780167,0.990490754582005,0.9999999999999999,1.0143081163479024
T8,0.019687573923854944,0.02581988897471616,0.18077275630815315,0.9903257007918806,1.0000000000000029,0.9610799053845075
AF3,0.019684051043328484,0.025819888974715967,0.19969572184636059,0.990148492612769,0.9999999999999954,1.0616840135503045
F6,0.01968392038250001,0.025819888974716362,0.20138065235900202,0.9901419201027674,1.0000000000000107,1.0706419610349822
C6,0.019665648130373126,0.02581988897471626,0.17984456125122328,0.9892227880165798,1.0000000000000067,0.9561451484238299
C5,0.01962021442724621,0.02581988897471611,0.1843377421945615,0.9869373787496608,1.0000000000000009,0.9800331833472883
CP6,0.019616631228915653,0.025819888974716137,0.18343120422227097,0.986757136460209,1.000000000000002,0.9752135664623673
FT8,0.01960865035996761,0.025819888974716,0.1947663270795534,0.9863556822401782,0.9999999999999968,1.0354768441026578
AF4,0.019547617987478838,0.0258198889747159,0.204678960421738,0.9832856276316367,0.9999999999999929,1.0881774440668373
F8,0.019546903096809072,0.02581988897471629,0.209453681115796,0.9832496671518811,1.000000000000008,1.1135622874835094
F5,0.019545649312126042,0.025819888974715835,0.20220839167493948,0.9831865991883186,0.9999999999999903,1.0750426441892964
FT7,0.01942037474411749,0.02581988897471611,0.20372187479978068,0.9768850292318424,1.0000000000000009,1.0830890901700387
FC6,0.019406667210005397,0.02581988897471625,0.18872011893968618,0.9761955119059296,1.0000000000000064,1.003332126803038
FC5,0.019315015674318224,0.025819888974716168,0.1982628085960328,0.971585250039277,1.0000000000000033,1.054065917996671
FPZ,0.01929821298440537,0.025819888974716484,0.21717989797563647,0.9707400399728922,1.0000000000000155,1.1546387855149818
FP1,0.01927032460613903,0.02581988897471618,0.22286816508787866,0.969337196846696,1.0000000000000036,1.1848805062791241
FP2,0.019218514648324508,0.02581988897471632,0.22227232376085035,0.9667310487768976,1.000000000000009,1.1817127107666832
F7,0.019179935680597955,0.02581988897471606,0.22291710393103673,0.9647904468826576,0.9999999999999991,1.1851406900574353
