2025-10-21 12:10:36 | INFO | root | Attacking pgd on seediv with eegnet
2025-10-21 12:11:17 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 37/118
2025-10-21 12:11:18 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 38/118
2025-10-21 12:11:19 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 39/118
2025-10-21 12:11:20 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 40/118
2025-10-21 12:11:21 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 41/118
2025-10-21 12:11:22 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 42/118
2025-10-21 12:11:23 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 43/118
2025-10-21 12:11:24 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 44/118
2025-10-21 12:11:25 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 45/118
2025-10-21 12:11:26 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 46/118
2025-10-21 12:11:27 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 47/118
2025-10-21 12:11:28 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 48/118
2025-10-21 12:11:29 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 49/118
2025-10-21 12:11:30 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 50/118
2025-10-21 12:11:31 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 51/118
2025-10-21 12:11:32 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 52/118
2025-10-21 12:11:33 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 53/118
2025-10-21 12:11:34 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 54/118
2025-10-21 12:11:35 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 55/118
2025-10-21 12:11:36 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 56/118
2025-10-21 12:11:37 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 57/118
2025-10-21 12:11:38 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 58/118
2025-10-21 12:11:39 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 59/118
2025-10-21 12:11:40 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 60/118
2025-10-21 12:11:41 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 61/118
2025-10-21 12:11:42 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 62/118
2025-10-21 12:11:43 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 63/118
2025-10-21 12:11:44 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 64/118
2025-10-21 12:11:45 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 65/118
2025-10-21 12:11:46 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 66/118
2025-10-21 12:11:47 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 67/118
2025-10-21 12:11:48 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 68/118
2025-10-21 12:11:49 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 69/118
2025-10-21 12:11:50 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 70/118
2025-10-21 12:11:51 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 71/118
2025-10-21 12:11:52 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 72/118
2025-10-21 12:11:53 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 73/118
2025-10-21 12:11:54 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 74/118
2025-10-21 12:11:55 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 75/118
2025-10-21 12:11:56 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 76/118
2025-10-21 12:11:57 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 77/118
2025-10-21 12:11:58 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 78/118
2025-10-21 12:11:59 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 79/118
2025-10-21 12:12:00 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 80/118
2025-10-21 12:12:01 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 81/118
2025-10-21 12:12:02 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 82/118
2025-10-21 12:12:03 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 83/118
2025-10-21 12:12:04 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 84/118
2025-10-21 12:12:05 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 85/118
2025-10-21 12:12:06 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 86/118
2025-10-21 12:12:07 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 87/118
2025-10-21 12:12:08 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 88/118
2025-10-21 12:12:09 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 89/118
2025-10-21 12:12:10 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 90/118
2025-10-21 12:12:11 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 91/118
2025-10-21 12:12:12 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 92/118
2025-10-21 12:12:13 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 93/118
2025-10-21 12:12:14 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 94/118
2025-10-21 12:12:15 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 95/118
2025-10-21 12:12:16 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 96/118
2025-10-21 12:12:17 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 97/118
2025-10-21 12:12:18 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 98/118
2025-10-21 12:12:19 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 99/118
2025-10-21 12:12:20 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 100/118
2025-10-21 12:12:21 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 101/118
2025-10-21 12:12:22 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 102/118
2025-10-21 12:12:23 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 103/118
2025-10-21 12:12:24 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 104/118
2025-10-21 12:12:25 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 105/118
2025-10-21 12:12:26 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 106/118
2025-10-21 12:12:27 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 107/118
2025-10-21 12:12:28 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 108/118
2025-10-21 12:12:29 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 109/118
2025-10-21 12:12:30 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 110/118
2025-10-21 12:12:31 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 111/118
2025-10-21 12:12:32 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 112/118
2025-10-21 12:12:33 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 113/118
2025-10-21 12:12:34 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 114/118
2025-10-21 12:12:35 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 115/118
2025-10-21 12:12:36 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 116/118
2025-10-21 12:12:37 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 117/118
2025-10-21 12:12:37 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 118/118
2025-10-21 12:12:38 | INFO | root | Before Attack - Test Accuracy: 60.32%, Test Loss: 0.9597
2025-10-21 12:12:38 | INFO | root | After Attack - Test Accuracy: 0.00%, Test Loss: 6.0939
2025-10-21 12:12:38 | INFO | root | MSE between clean data and adversarial data: 0.000983
