2026-01-06 19:49:54 | INFO | root | Attacking pgd on seediv with eegnet
2026-01-06 19:51:19 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 20/118
2026-01-06 19:51:23 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 21/118
2026-01-06 19:51:26 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 22/118
2026-01-06 19:51:29 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 23/118
2026-01-06 19:51:33 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 24/118
2026-01-06 19:51:36 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 25/118
2026-01-06 19:51:40 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 26/118
2026-01-06 19:51:43 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 27/118
2026-01-06 19:51:47 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 28/118
2026-01-06 19:51:51 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 29/118
2026-01-06 19:51:55 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 30/118
2026-01-06 19:51:58 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 31/118
2026-01-06 19:52:02 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 32/118
2026-01-06 19:52:05 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 33/118
2026-01-06 19:52:09 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 34/118
2026-01-06 19:52:13 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 35/118
2026-01-06 19:52:16 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 36/118
2026-01-06 19:52:20 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 37/118
2026-01-06 19:52:23 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 38/118
2026-01-06 19:52:27 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 39/118
2026-01-06 19:52:31 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 40/118
2026-01-06 19:52:34 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 41/118
2026-01-06 19:52:38 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 42/118
2026-01-06 19:52:41 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 43/118
2026-01-06 19:52:45 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 44/118
2026-01-06 19:52:48 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 45/118
2026-01-06 19:52:52 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 46/118
2026-01-06 19:52:55 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 47/118
2026-01-06 19:52:59 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 48/118
2026-01-06 19:53:03 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 49/118
2026-01-06 19:53:06 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 50/118
2026-01-06 19:53:10 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 51/118
2026-01-06 19:53:13 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 52/118
2026-01-06 19:53:17 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 53/118
2026-01-06 19:53:21 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 54/118
2026-01-06 19:53:24 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 55/118
2026-01-06 19:53:28 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 56/118
2026-01-06 19:53:31 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 57/118
2026-01-06 19:53:35 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 58/118
2026-01-06 19:53:38 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 59/118
2026-01-06 19:53:42 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 60/118
2026-01-06 19:53:46 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 61/118
2026-01-06 19:53:50 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 62/118
2026-01-06 19:53:54 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 63/118
2026-01-06 19:53:58 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 64/118
2026-01-06 19:54:01 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 65/118
2026-01-06 19:54:05 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 66/118
2026-01-06 19:54:08 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 67/118
2026-01-06 19:54:12 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 68/118
2026-01-06 19:54:16 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 69/118
2026-01-06 19:54:19 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 70/118
2026-01-06 19:54:23 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 71/118
2026-01-06 19:54:26 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 72/118
2026-01-06 19:54:30 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 73/118
2026-01-06 19:54:33 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 74/118
2026-01-06 19:54:37 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 75/118
2026-01-06 19:54:41 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 76/118
2026-01-06 19:54:44 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 77/118
2026-01-06 19:54:48 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 78/118
2026-01-06 19:54:51 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 79/118
2026-01-06 19:54:55 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 80/118
2026-01-06 19:54:58 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 81/118
2026-01-06 19:55:02 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 82/118
2026-01-06 19:55:05 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 83/118
2026-01-06 19:55:09 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 84/118
2026-01-06 19:55:13 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 85/118
2026-01-06 19:55:16 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 86/118
2026-01-06 19:55:20 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 87/118
2026-01-06 19:55:23 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 88/118
2026-01-06 19:55:27 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 89/118
2026-01-06 19:55:30 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 90/118
2026-01-06 19:55:34 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 91/118
2026-01-06 19:55:38 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 92/118
2026-01-06 19:55:41 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 93/118
2026-01-06 19:55:45 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 94/118
2026-01-06 19:55:48 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 95/118
2026-01-06 19:55:52 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 96/118
2026-01-06 19:55:56 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 97/118
2026-01-06 19:56:00 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 98/118
2026-01-06 19:56:03 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 99/118
2026-01-06 19:56:07 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 100/118
2026-01-06 19:56:11 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 101/118
2026-01-06 19:56:14 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 102/118
2026-01-06 19:56:18 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 103/118
2026-01-06 19:56:21 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 104/118
2026-01-06 19:56:25 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 105/118
2026-01-06 19:56:28 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 106/118
2026-01-06 19:56:32 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 107/118
2026-01-06 19:56:35 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 108/118
2026-01-06 19:56:39 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 109/118
2026-01-06 19:56:43 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 110/118
2026-01-06 19:56:49 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 111/118
2026-01-06 19:56:54 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 112/118
2026-01-06 19:56:59 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 113/118
2026-01-06 19:57:05 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 114/118
2026-01-06 19:57:10 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 115/118
2026-01-06 19:57:15 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 116/118
2026-01-06 19:57:21 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 117/118
2026-01-06 19:57:23 | INFO | root | Attacking pgd on seediv with eegnet, fold: 0, batch: 118/118
2026-01-06 19:57:29 | INFO | root | Before Attack - Test Accuracy: 56.63%, Test Loss: 1.0635
2026-01-06 19:57:34 | INFO | root | After Attack - Test Accuracy: 0.00%, Test Loss: 4.6076
2026-01-06 19:57:34 | INFO | root | MSE between clean data and adversarial data: 0.009969
2026-01-06 19:57:35 | INFO | root | Test model on 512 samples for adversarial training
2026-01-06 19:57:45 | INFO | root | After Attack - Test Accuracy on 512 samples: 0.00%, Test Loss: 4.5565
2026-01-06 19:57:45 | INFO | root | Before Attack - Test Accuracy on 512 samples: 56.45%, Test Loss: 1.0518
