2026-01-06 19:57:54 | INFO | root | Attacking cw on seediv with eegnet
2026-01-06 19:59:52 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 33/118
2026-01-06 19:59:55 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 34/118
2026-01-06 19:59:58 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 35/118
2026-01-06 20:00:01 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 36/118
2026-01-06 20:00:05 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 37/118
2026-01-06 20:00:07 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 38/118
2026-01-06 20:00:10 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 39/118
2026-01-06 20:00:13 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 40/118
2026-01-06 20:00:17 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 41/118
2026-01-06 20:00:20 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 42/118
2026-01-06 20:00:24 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 43/118
2026-01-06 20:00:28 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 44/118
2026-01-06 20:00:30 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 45/118
2026-01-06 20:00:33 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 46/118
2026-01-06 20:00:36 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 47/118
2026-01-06 20:00:39 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 48/118
2026-01-06 20:00:42 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 49/118
2026-01-06 20:00:45 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 50/118
2026-01-06 20:00:49 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 51/118
2026-01-06 20:00:52 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 52/118
2026-01-06 20:00:55 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 53/118
2026-01-06 20:00:58 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 54/118
2026-01-06 20:01:01 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 55/118
2026-01-06 20:01:04 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 56/118
2026-01-06 20:01:06 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 57/118
2026-01-06 20:01:10 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 58/118
2026-01-06 20:01:13 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 59/118
2026-01-06 20:01:15 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 60/118
2026-01-06 20:01:19 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 61/118
2026-01-06 20:01:21 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 62/118
2026-01-06 20:01:25 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 63/118
2026-01-06 20:01:28 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 64/118
2026-01-06 20:01:30 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 65/118
2026-01-06 20:01:33 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 66/118
2026-01-06 20:01:36 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 67/118
2026-01-06 20:01:40 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 68/118
2026-01-06 20:01:43 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 69/118
2026-01-06 20:01:47 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 70/118
2026-01-06 20:01:50 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 71/118
2026-01-06 20:01:52 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 72/118
2026-01-06 20:01:56 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 73/118
2026-01-06 20:01:59 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 74/118
2026-01-06 20:02:02 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 75/118
2026-01-06 20:02:05 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 76/118
2026-01-06 20:02:08 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 77/118
2026-01-06 20:02:11 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 78/118
2026-01-06 20:02:15 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 79/118
2026-01-06 20:02:18 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 80/118
2026-01-06 20:02:21 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 81/118
2026-01-06 20:02:24 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 82/118
2026-01-06 20:02:27 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 83/118
2026-01-06 20:02:30 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 84/118
2026-01-06 20:02:34 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 85/118
2026-01-06 20:02:37 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 86/118
2026-01-06 20:02:40 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 87/118
2026-01-06 20:02:43 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 88/118
2026-01-06 20:02:46 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 89/118
2026-01-06 20:02:51 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 90/118
2026-01-06 20:02:53 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 91/118
2026-01-06 20:02:57 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 92/118
2026-01-06 20:03:00 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 93/118
2026-01-06 20:03:02 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 94/118
2026-01-06 20:03:05 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 95/118
2026-01-06 20:03:08 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 96/118
2026-01-06 20:03:11 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 97/118
2026-01-06 20:03:14 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 98/118
2026-01-06 20:03:17 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 99/118
2026-01-06 20:03:20 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 100/118
2026-01-06 20:03:23 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 101/118
2026-01-06 20:03:26 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 102/118
2026-01-06 20:03:29 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 103/118
2026-01-06 20:03:32 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 104/118
2026-01-06 20:03:35 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 105/118
2026-01-06 20:03:39 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 106/118
2026-01-06 20:03:42 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 107/118
2026-01-06 20:03:45 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 108/118
2026-01-06 20:03:48 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 109/118
2026-01-06 20:03:51 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 110/118
2026-01-06 20:03:54 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 111/118
2026-01-06 20:03:57 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 112/118
2026-01-06 20:03:59 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 113/118
2026-01-06 20:04:03 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 114/118
2026-01-06 20:04:06 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 115/118
2026-01-06 20:04:10 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 116/118
2026-01-06 20:04:13 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 117/118
2026-01-06 20:04:14 | INFO | root | Attacking cw on seediv with eegnet, fold: 0, batch: 118/118
2026-01-06 20:04:21 | INFO | root | Before Attack - Test Accuracy: 59.74%, Test Loss: 0.9588
2026-01-06 20:04:23 | INFO | root | After Attack - Test Accuracy: 0.00%, Test Loss: 10.4927
2026-01-06 20:04:23 | INFO | root | MSE between clean data and adversarial data: 0.004369
