2026-01-07 03:23:15 | INFO | root | Purifying autoattack on seediv with eegnet
2026-01-07 03:24:10 | INFO | root | End purification for resolution 1024*1024, loss=0.18595144152641296, iterations=1024
2026-01-07 03:24:10 | INFO | root | Training time: 8.173479795455933, loss: 0.18595144152641296, params_num: 16938
2026-01-07 03:24:10 | INFO | root | Purified data 4, shape: torch.Size([1, 62, 1000]), mse:0.23012934625148773, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:24:10 | INFO | root | 
2026-01-07 03:24:10 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:12 | INFO | root | End purification for resolution 128*128, loss=0.044028304517269135, iterations=256
2026-01-07 03:24:13 | INFO | root | End purification for resolution 256*256, loss=0.05351492762565613, iterations=256
2026-01-07 03:24:15 | INFO | root | End purification for resolution 512*512, loss=0.09514149278402328, iterations=512
2026-01-07 03:24:19 | INFO | root | End purification for resolution 1024*1024, loss=0.1201120987534523, iterations=1024
2026-01-07 03:24:19 | INFO | root | Training time: 8.098515033721924, loss: 0.1201120987534523, params_num: 16938
2026-01-07 03:24:19 | INFO | root | Purified data 5, shape: torch.Size([1, 62, 1000]), mse:0.14756552875041962, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:24:19 | INFO | root | 
2026-01-07 03:24:19 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:20 | INFO | root | End purification for resolution 128*128, loss=0.053227849304676056, iterations=256
2026-01-07 03:24:21 | INFO | root | End purification for resolution 256*256, loss=0.07065149396657944, iterations=256
2026-01-07 03:24:23 | INFO | root | End purification for resolution 512*512, loss=0.15587541460990906, iterations=512
2026-01-07 03:24:27 | INFO | root | End purification for resolution 1024*1024, loss=0.20041072368621826, iterations=1024
2026-01-07 03:24:27 | INFO | root | Training time: 7.787149429321289, loss: 0.20041072368621826, params_num: 16938
2026-01-07 03:24:27 | INFO | root | Purified data 6, shape: torch.Size([1, 62, 1000]), mse:0.24968141317367554, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:24:27 | INFO | root | 
2026-01-07 03:24:27 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:28 | INFO | root | End purification for resolution 128*128, loss=0.06946493685245514, iterations=256
2026-01-07 03:24:29 | INFO | root | End purification for resolution 256*256, loss=0.1023540049791336, iterations=256
2026-01-07 03:24:31 | INFO | root | End purification for resolution 512*512, loss=0.1950960010290146, iterations=512
2026-01-07 03:24:35 | INFO | root | End purification for resolution 1024*1024, loss=0.24019800126552582, iterations=1024
2026-01-07 03:24:35 | INFO | root | Training time: 7.785154819488525, loss: 0.24019800126552582, params_num: 16938
2026-01-07 03:24:35 | INFO | root | Purified data 7, shape: torch.Size([1, 62, 1000]), mse:0.2985987961292267, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:24:35 | INFO | root | 
2026-01-07 03:24:35 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:37 | INFO | root | End purification for resolution 128*128, loss=0.0651010125875473, iterations=256
2026-01-07 03:24:37 | INFO | root | End purification for resolution 256*256, loss=0.07682855427265167, iterations=256
2026-01-07 03:24:40 | INFO | root | End purification for resolution 512*512, loss=0.1331070214509964, iterations=512
2026-01-07 03:24:43 | INFO | root | End purification for resolution 1024*1024, loss=0.1559319645166397, iterations=1024
2026-01-07 03:24:43 | INFO | root | Training time: 7.794268846511841, loss: 0.1559319645166397, params_num: 16938
2026-01-07 03:24:44 | INFO | root | Purified data 8, shape: torch.Size([1, 62, 1000]), mse:0.19012613594532013, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:24:44 | INFO | root | 
2026-01-07 03:24:44 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:45 | INFO | root | End purification for resolution 128*128, loss=0.03999722748994827, iterations=256
2026-01-07 03:24:46 | INFO | root | End purification for resolution 256*256, loss=0.05547798424959183, iterations=256
2026-01-07 03:24:47 | INFO | root | End purification for resolution 512*512, loss=0.11661570519208908, iterations=512
2026-01-07 03:24:51 | INFO | root | End purification for resolution 1024*1024, loss=0.1464366614818573, iterations=1024
2026-01-07 03:24:51 | INFO | root | Training time: 7.517795085906982, loss: 0.1464366614818573, params_num: 16938
2026-01-07 03:24:51 | INFO | root | Purified data 9, shape: torch.Size([1, 62, 1000]), mse:0.17705675959587097, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:24:51 | INFO | root | 
2026-01-07 03:24:52 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:52 | INFO | root | End purification for resolution 128*128, loss=0.08498148620128632, iterations=256
2026-01-07 03:24:53 | INFO | root | End purification for resolution 256*256, loss=0.09965608268976212, iterations=256
2026-01-07 03:24:55 | INFO | root | End purification for resolution 512*512, loss=0.20294825732707977, iterations=512
2026-01-07 03:24:59 | INFO | root | End purification for resolution 1024*1024, loss=0.24862416088581085, iterations=1024
2026-01-07 03:24:59 | INFO | root | Training time: 7.332709074020386, loss: 0.24862416088581085, params_num: 16938
2026-01-07 03:24:59 | INFO | root | Purified data 10, shape: torch.Size([1, 62, 1000]), mse:0.3098444938659668, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:24:59 | INFO | root | 
2026-01-07 03:24:59 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:00 | INFO | root | End purification for resolution 128*128, loss=0.0626363605260849, iterations=256
2026-01-07 03:25:01 | INFO | root | End purification for resolution 256*256, loss=0.09041524678468704, iterations=256
2026-01-07 03:25:03 | INFO | root | End purification for resolution 512*512, loss=0.1579085737466812, iterations=512
2026-01-07 03:25:07 | INFO | root | End purification for resolution 1024*1024, loss=0.19403550028800964, iterations=1024
2026-01-07 03:25:07 | INFO | root | Training time: 7.521061897277832, loss: 0.19403550028800964, params_num: 16938
2026-01-07 03:25:07 | INFO | root | Purified data 11, shape: torch.Size([1, 62, 1000]), mse:0.23912113904953003, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:25:07 | INFO | root | 
2026-01-07 03:25:07 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:08 | INFO | root | End purification for resolution 128*128, loss=0.06678159534931183, iterations=256
2026-01-07 03:25:09 | INFO | root | End purification for resolution 256*256, loss=0.09831682592630386, iterations=256
2026-01-07 03:25:11 | INFO | root | End purification for resolution 512*512, loss=0.17129233479499817, iterations=512
2026-01-07 03:25:15 | INFO | root | End purification for resolution 1024*1024, loss=0.20371289551258087, iterations=1024
2026-01-07 03:25:15 | INFO | root | Training time: 7.772165536880493, loss: 0.20371289551258087, params_num: 16938
2026-01-07 03:25:15 | INFO | root | Purified data 12, shape: torch.Size([1, 62, 1000]), mse:0.2485571652650833, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:25:15 | INFO | root | 
2026-01-07 03:25:15 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:16 | INFO | root | End purification for resolution 128*128, loss=0.05371231585741043, iterations=256
2026-01-07 03:25:17 | INFO | root | End purification for resolution 256*256, loss=0.09371604770421982, iterations=256
2026-01-07 03:25:19 | INFO | root | End purification for resolution 512*512, loss=0.21585799753665924, iterations=512
2026-01-07 03:25:23 | INFO | root | End purification for resolution 1024*1024, loss=0.2844444215297699, iterations=1024
2026-01-07 03:25:23 | INFO | root | Training time: 7.846732139587402, loss: 0.2844444215297699, params_num: 16938
2026-01-07 03:25:23 | INFO | root | Purified data 13, shape: torch.Size([1, 62, 1000]), mse:0.356428325176239, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:25:23 | INFO | root | 
2026-01-07 03:25:23 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:24 | INFO | root | End purification for resolution 128*128, loss=0.08441401273012161, iterations=256
2026-01-07 03:25:25 | INFO | root | End purification for resolution 256*256, loss=0.10190172493457794, iterations=256
2026-01-07 03:25:27 | INFO | root | End purification for resolution 512*512, loss=0.15866853296756744, iterations=512
2026-01-07 03:25:31 | INFO | root | End purification for resolution 1024*1024, loss=0.1895419955253601, iterations=1024
2026-01-07 03:25:31 | INFO | root | Training time: 7.642266035079956, loss: 0.1895419955253601, params_num: 16938
2026-01-07 03:25:31 | INFO | root | Purified data 14, shape: torch.Size([1, 62, 1000]), mse:0.2305087000131607, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:25:31 | INFO | root | 
2026-01-07 03:25:31 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:32 | INFO | root | End purification for resolution 128*128, loss=0.0677579864859581, iterations=256
2026-01-07 03:25:33 | INFO | root | End purification for resolution 256*256, loss=0.07644131034612656, iterations=256
2026-01-07 03:25:35 | INFO | root | End purification for resolution 512*512, loss=0.12835495173931122, iterations=512
2026-01-07 03:25:38 | INFO | root | End purification for resolution 1024*1024, loss=0.1562269777059555, iterations=1024
2026-01-07 03:25:38 | INFO | root | Training time: 7.077842473983765, loss: 0.1562269777059555, params_num: 16938
2026-01-07 03:25:38 | INFO | root | Purified data 15, shape: torch.Size([1, 62, 1000]), mse:0.19228988885879517, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:25:38 | INFO | root | 
2026-01-07 03:25:38 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:39 | INFO | root | End purification for resolution 128*128, loss=0.06360659003257751, iterations=256
2026-01-07 03:25:40 | INFO | root | End purification for resolution 256*256, loss=0.09130407124757767, iterations=256
2026-01-07 03:25:42 | INFO | root | End purification for resolution 512*512, loss=0.17516501247882843, iterations=512
2026-01-07 03:25:47 | INFO | root | End purification for resolution 1024*1024, loss=0.21287815272808075, iterations=1024
2026-01-07 03:25:47 | INFO | root | Training time: 8.152179956436157, loss: 0.21287815272808075, params_num: 16938
2026-01-07 03:25:47 | INFO | root | Purified data 16, shape: torch.Size([1, 62, 1000]), mse:0.26314085721969604, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:25:47 | INFO | root | 
2026-01-07 03:25:47 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:48 | INFO | root | End purification for resolution 128*128, loss=0.09125933051109314, iterations=256
2026-01-07 03:25:49 | INFO | root | End purification for resolution 256*256, loss=0.09637027978897095, iterations=256
2026-01-07 03:25:51 | INFO | root | End purification for resolution 512*512, loss=0.15060366690158844, iterations=512
2026-01-07 03:25:54 | INFO | root | End purification for resolution 1024*1024, loss=0.17902110517024994, iterations=1024
2026-01-07 03:25:54 | INFO | root | Training time: 7.561871528625488, loss: 0.17902110517024994, params_num: 16938
2026-01-07 03:25:55 | INFO | root | Purified data 17, shape: torch.Size([1, 62, 1000]), mse:0.22355975210666656, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:25:55 | INFO | root | 
2026-01-07 03:25:55 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:25:56 | INFO | root | End purification for resolution 128*128, loss=0.052885767072439194, iterations=256
2026-01-07 03:25:57 | INFO | root | End purification for resolution 256*256, loss=0.04696465656161308, iterations=256
2026-01-07 03:25:59 | INFO | root | End purification for resolution 512*512, loss=0.08292906731367111, iterations=512
2026-01-07 03:26:03 | INFO | root | End purification for resolution 1024*1024, loss=0.10196349024772644, iterations=1024
2026-01-07 03:26:03 | INFO | root | Training time: 7.973208427429199, loss: 0.10196349024772644, params_num: 16938
2026-01-07 03:26:03 | INFO | root | Purified data 18, shape: torch.Size([1, 62, 1000]), mse:0.12452419102191925, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:26:03 | INFO | root | 
2026-01-07 03:26:03 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:26:04 | INFO | root | End purification for resolution 128*128, loss=0.08379895985126495, iterations=256
2026-01-07 03:26:05 | INFO | root | End purification for resolution 256*256, loss=0.10887060314416885, iterations=256
2026-01-07 03:26:07 | INFO | root | End purification for resolution 512*512, loss=0.1958247274160385, iterations=512
2026-01-07 03:26:11 | INFO | root | End purification for resolution 1024*1024, loss=0.23786243796348572, iterations=1024
2026-01-07 03:26:11 | INFO | root | Training time: 7.243135213851929, loss: 0.23786243796348572, params_num: 16938
2026-01-07 03:26:11 | INFO | root | Purified data 19, shape: torch.Size([1, 62, 1000]), mse:0.2988194227218628, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:26:11 | INFO | root | 
2026-01-07 03:26:11 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:26:12 | INFO | root | End purification for resolution 128*128, loss=0.04586724191904068, iterations=256
2026-01-07 03:26:13 | INFO | root | End purification for resolution 256*256, loss=0.0623609758913517, iterations=256
2026-01-07 03:26:15 | INFO | root | End purification for resolution 512*512, loss=0.11893574148416519, iterations=512
2026-01-07 03:26:18 | INFO | root | End purification for resolution 1024*1024, loss=0.14696744084358215, iterations=1024
2026-01-07 03:26:18 | INFO | root | Training time: 7.225609064102173, loss: 0.14696744084358215, params_num: 16938
2026-01-07 03:26:18 | INFO | root | Purified data 20, shape: torch.Size([1, 62, 1000]), mse:0.1790003478527069, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:26:18 | INFO | root | 
2026-01-07 03:26:19 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:26:19 | INFO | root | End purification for resolution 128*128, loss=0.07617595046758652, iterations=256
2026-01-07 03:26:20 | INFO | root | End purification for resolution 256*256, loss=0.10121437162160873, iterations=256
2026-01-07 03:26:22 | INFO | root | End purification for resolution 512*512, loss=0.18348515033721924, iterations=512
2026-01-07 03:26:27 | INFO | root | End purification for resolution 1024*1024, loss=0.22543083131313324, iterations=1024
2026-01-07 03:26:27 | INFO | root | Training time: 7.945613622665405, loss: 0.22543083131313324, params_num: 16938
2026-01-07 03:26:27 | INFO | root | Purified data 21, shape: torch.Size([1, 62, 1000]), mse:0.28291866183280945, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:26:27 | INFO | root | 
2026-01-07 03:26:27 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:26:28 | INFO | root | End purification for resolution 128*128, loss=0.08364059031009674, iterations=256
2026-01-07 03:26:29 | INFO | root | End purification for resolution 256*256, loss=0.10060490667819977, iterations=256
2026-01-07 03:26:31 | INFO | root | End purification for resolution 512*512, loss=0.19314971566200256, iterations=512
2026-01-07 03:26:35 | INFO | root | End purification for resolution 1024*1024, loss=0.23847632110118866, iterations=1024
2026-01-07 03:26:35 | INFO | root | Training time: 8.48942756652832, loss: 0.23847632110118866, params_num: 16938
2026-01-07 03:26:35 | INFO | root | Purified data 22, shape: torch.Size([1, 62, 1000]), mse:0.29551365971565247, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:26:35 | INFO | root | 
2026-01-07 03:26:36 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:26:36 | INFO | root | End purification for resolution 128*128, loss=0.06981251388788223, iterations=256
2026-01-07 03:26:37 | INFO | root | End purification for resolution 256*256, loss=0.10898176580667496, iterations=256
2026-01-07 03:26:39 | INFO | root | End purification for resolution 512*512, loss=0.19304876029491425, iterations=512
2026-01-07 03:26:43 | INFO | root | End purification for resolution 1024*1024, loss=0.23801974952220917, iterations=1024
2026-01-07 03:26:43 | INFO | root | Training time: 7.425394773483276, loss: 0.23801974952220917, params_num: 16938
2026-01-07 03:26:43 | INFO | root | Purified data 23, shape: torch.Size([1, 62, 1000]), mse:0.29657119512557983, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:26:43 | INFO | root | 
2026-01-07 03:26:43 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:26:44 | INFO | root | End purification for resolution 128*128, loss=0.04835928976535797, iterations=256
2026-01-07 03:26:45 | INFO | root | End purification for resolution 256*256, loss=0.06466642767190933, iterations=256
2026-01-07 03:26:47 | INFO | root | End purification for resolution 512*512, loss=0.1418483704328537, iterations=512
2026-01-07 03:26:51 | INFO | root | End purification for resolution 1024*1024, loss=0.17922475934028625, iterations=1024
2026-01-07 03:26:51 | INFO | root | Training time: 7.6507408618927, loss: 0.17922475934028625, params_num: 16938
2026-01-07 03:26:51 | INFO | root | Purified data 24, shape: torch.Size([1, 62, 1000]), mse:0.21574275195598602, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:26:51 | INFO | root | 
2026-01-07 03:26:51 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:26:52 | INFO | root | End purification for resolution 128*128, loss=0.05770188197493553, iterations=256
2026-01-07 03:26:53 | INFO | root | End purification for resolution 256*256, loss=0.07899442315101624, iterations=256
2026-01-07 03:26:55 | INFO | root | End purification for resolution 512*512, loss=0.17491428554058075, iterations=512
2026-01-07 03:26:59 | INFO | root | End purification for resolution 1024*1024, loss=0.22185200452804565, iterations=1024
2026-01-07 03:26:59 | INFO | root | Training time: 7.929347991943359, loss: 0.22185200452804565, params_num: 16938
2026-01-07 03:27:00 | INFO | root | Purified data 25, shape: torch.Size([1, 62, 1000]), mse:0.2745833396911621, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:27:00 | INFO | root | 
2026-01-07 03:27:00 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:27:01 | INFO | root | End purification for resolution 128*128, loss=0.0746435597538948, iterations=256
2026-01-07 03:27:02 | INFO | root | End purification for resolution 256*256, loss=0.11136709898710251, iterations=256
2026-01-07 03:27:03 | INFO | root | End purification for resolution 512*512, loss=0.19027936458587646, iterations=512
2026-01-07 03:27:07 | INFO | root | End purification for resolution 1024*1024, loss=0.22603560984134674, iterations=1024
2026-01-07 03:27:07 | INFO | root | Training time: 7.650304555892944, loss: 0.22603560984134674, params_num: 16938
2026-01-07 03:27:07 | INFO | root | Purified data 26, shape: torch.Size([1, 62, 1000]), mse:0.27688199281692505, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:27:07 | INFO | root | 
2026-01-07 03:27:08 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:27:09 | INFO | root | End purification for resolution 128*128, loss=0.043382465839385986, iterations=256
2026-01-07 03:27:10 | INFO | root | End purification for resolution 256*256, loss=0.055467404425144196, iterations=256
2026-01-07 03:27:12 | INFO | root | End purification for resolution 512*512, loss=0.11907558888196945, iterations=512
2026-01-07 03:27:15 | INFO | root | End purification for resolution 1024*1024, loss=0.15210485458374023, iterations=1024
2026-01-07 03:27:15 | INFO | root | Training time: 7.70830225944519, loss: 0.15210485458374023, params_num: 16938
2026-01-07 03:27:16 | INFO | root | Purified data 27, shape: torch.Size([1, 62, 1000]), mse:0.1883072406053543, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:27:16 | INFO | root | 
2026-01-07 03:27:16 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:27:17 | INFO | root | End purification for resolution 128*128, loss=0.06633510440587997, iterations=256
2026-01-07 03:27:18 | INFO | root | End purification for resolution 256*256, loss=0.08207786083221436, iterations=256
2026-01-07 03:27:20 | INFO | root | End purification for resolution 512*512, loss=0.1419469565153122, iterations=512
2026-01-07 03:27:23 | INFO | root | End purification for resolution 1024*1024, loss=0.17202773690223694, iterations=1024
2026-01-07 03:27:23 | INFO | root | Training time: 7.628263235092163, loss: 0.17202773690223694, params_num: 16938
2026-01-07 03:27:23 | INFO | root | Purified data 28, shape: torch.Size([1, 62, 1000]), mse:0.2140984684228897, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:27:23 | INFO | root | 
2026-01-07 03:27:24 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:27:25 | INFO | root | End purification for resolution 128*128, loss=0.06302440166473389, iterations=256
2026-01-07 03:27:26 | INFO | root | End purification for resolution 256*256, loss=0.09619104117155075, iterations=256
2026-01-07 03:27:27 | INFO | root | End purification for resolution 512*512, loss=0.16700094938278198, iterations=512
2026-01-07 03:27:31 | INFO | root | End purification for resolution 1024*1024, loss=0.1974085122346878, iterations=1024
2026-01-07 03:27:31 | INFO | root | Training time: 7.375702857971191, loss: 0.1974085122346878, params_num: 16938
2026-01-07 03:27:31 | INFO | root | Purified data 29, shape: torch.Size([1, 62, 1000]), mse:0.24110011756420135, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:27:31 | INFO | root | 
2026-01-07 03:27:31 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:27:32 | INFO | root | End purification for resolution 128*128, loss=0.07580963522195816, iterations=256
2026-01-07 03:27:33 | INFO | root | End purification for resolution 256*256, loss=0.1206621453166008, iterations=256
2026-01-07 03:27:35 | INFO | root | End purification for resolution 512*512, loss=0.22942978143692017, iterations=512
2026-01-07 03:27:39 | INFO | root | End purification for resolution 1024*1024, loss=0.28210020065307617, iterations=1024
2026-01-07 03:27:39 | INFO | root | Training time: 7.583682060241699, loss: 0.28210020065307617, params_num: 16938
2026-01-07 03:27:39 | INFO | root | Purified data 30, shape: torch.Size([1, 62, 1000]), mse:0.34787461161613464, compression rate: 0.27319354838709675, 3.660408548825127x
2026-01-07 03:27:39 | INFO | root | 
