2026-01-07 03:20:15 | INFO | root | Purifying autoattack on seediv with eegnet
2026-01-07 03:22:23 | INFO | root | Purified data 12, shape: torch.Size([1, 62, 1000]), mse:0.2986931800842285, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:22:23 | INFO | root | 
2026-01-07 03:22:23 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:22:24 | INFO | root | End purification for resolution 128*128, loss=0.08095920085906982, iterations=256
2026-01-07 03:22:25 | INFO | root | End purification for resolution 256*256, loss=0.11729435622692108, iterations=256
2026-01-07 03:22:27 | INFO | root | End purification for resolution 512*512, loss=0.25542059540748596, iterations=512
2026-01-07 03:22:30 | INFO | root | End purification for resolution 1024*1024, loss=0.33219292759895325, iterations=1024
2026-01-07 03:22:30 | INFO | root | Training time: 7.58551549911499, loss: 0.33219292759895325, params_num: 12358
2026-01-07 03:22:31 | INFO | root | Purified data 13, shape: torch.Size([1, 62, 1000]), mse:0.41543251276016235, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:22:31 | INFO | root | 
2026-01-07 03:22:31 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:22:32 | INFO | root | End purification for resolution 128*128, loss=0.12395762652158737, iterations=256
2026-01-07 03:22:32 | INFO | root | End purification for resolution 256*256, loss=0.1364782154560089, iterations=256
2026-01-07 03:22:34 | INFO | root | End purification for resolution 512*512, loss=0.19892224669456482, iterations=512
2026-01-07 03:22:38 | INFO | root | End purification for resolution 1024*1024, loss=0.23236480355262756, iterations=1024
2026-01-07 03:22:38 | INFO | root | Training time: 7.519168376922607, loss: 0.23236480355262756, params_num: 12358
2026-01-07 03:22:38 | INFO | root | Purified data 14, shape: torch.Size([1, 62, 1000]), mse:0.2821703553199768, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:22:38 | INFO | root | 
2026-01-07 03:22:39 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:22:40 | INFO | root | End purification for resolution 128*128, loss=0.0919351726770401, iterations=256
2026-01-07 03:22:40 | INFO | root | End purification for resolution 256*256, loss=0.09721197932958603, iterations=256
2026-01-07 03:22:42 | INFO | root | End purification for resolution 512*512, loss=0.1549389511346817, iterations=512
2026-01-07 03:22:46 | INFO | root | End purification for resolution 1024*1024, loss=0.18799534440040588, iterations=1024
2026-01-07 03:22:46 | INFO | root | Training time: 7.158231496810913, loss: 0.18799534440040588, params_num: 12358
2026-01-07 03:22:46 | INFO | root | Purified data 15, shape: torch.Size([1, 62, 1000]), mse:0.2326994687318802, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:22:46 | INFO | root | 
2026-01-07 03:22:46 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:22:47 | INFO | root | End purification for resolution 128*128, loss=0.09323982149362564, iterations=256
2026-01-07 03:22:48 | INFO | root | End purification for resolution 256*256, loss=0.11511039733886719, iterations=256
2026-01-07 03:22:50 | INFO | root | End purification for resolution 512*512, loss=0.21238593757152557, iterations=512
2026-01-07 03:22:55 | INFO | root | End purification for resolution 1024*1024, loss=0.2581256926059723, iterations=1024
2026-01-07 03:22:55 | INFO | root | Training time: 8.566198110580444, loss: 0.2581256926059723, params_num: 12358
2026-01-07 03:22:55 | INFO | root | Purified data 16, shape: torch.Size([1, 62, 1000]), mse:0.3188270032405853, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:22:55 | INFO | root | 
2026-01-07 03:22:55 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:22:56 | INFO | root | End purification for resolution 128*128, loss=0.1205134242773056, iterations=256
2026-01-07 03:22:57 | INFO | root | End purification for resolution 256*256, loss=0.12451600283384323, iterations=256
2026-01-07 03:23:00 | INFO | root | End purification for resolution 512*512, loss=0.18302226066589355, iterations=512
2026-01-07 03:23:04 | INFO | root | End purification for resolution 1024*1024, loss=0.21312859654426575, iterations=1024
2026-01-07 03:23:04 | INFO | root | Training time: 8.983752012252808, loss: 0.21312859654426575, params_num: 12358
2026-01-07 03:23:04 | INFO | root | Purified data 17, shape: torch.Size([1, 62, 1000]), mse:0.26213380694389343, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:23:04 | INFO | root | 
2026-01-07 03:23:04 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:23:05 | INFO | root | End purification for resolution 128*128, loss=0.06108975037932396, iterations=256
2026-01-07 03:23:06 | INFO | root | End purification for resolution 256*256, loss=0.060437820851802826, iterations=256
2026-01-07 03:23:08 | INFO | root | End purification for resolution 512*512, loss=0.10088977217674255, iterations=512
2026-01-07 03:23:12 | INFO | root | End purification for resolution 1024*1024, loss=0.12466485053300858, iterations=1024
2026-01-07 03:23:12 | INFO | root | Training time: 8.332962989807129, loss: 0.12466485053300858, params_num: 12358
2026-01-07 03:23:13 | INFO | root | Purified data 18, shape: torch.Size([1, 62, 1000]), mse:0.15268005430698395, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:23:13 | INFO | root | 
2026-01-07 03:23:13 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:23:14 | INFO | root | End purification for resolution 128*128, loss=0.11683449894189835, iterations=256
2026-01-07 03:23:15 | INFO | root | End purification for resolution 256*256, loss=0.13594552874565125, iterations=256
2026-01-07 03:23:16 | INFO | root | End purification for resolution 512*512, loss=0.22769315540790558, iterations=512
2026-01-07 03:23:20 | INFO | root | End purification for resolution 1024*1024, loss=0.2745770215988159, iterations=1024
2026-01-07 03:23:20 | INFO | root | Training time: 7.568462371826172, loss: 0.2745770215988159, params_num: 12358
2026-01-07 03:23:20 | INFO | root | Purified data 19, shape: torch.Size([1, 62, 1000]), mse:0.34013935923576355, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:23:20 | INFO | root | 
2026-01-07 03:23:21 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:23:22 | INFO | root | End purification for resolution 128*128, loss=0.06894082576036453, iterations=256
2026-01-07 03:23:23 | INFO | root | End purification for resolution 256*256, loss=0.07536627352237701, iterations=256
2026-01-07 03:23:24 | INFO | root | End purification for resolution 512*512, loss=0.14100509881973267, iterations=512
2026-01-07 03:23:29 | INFO | root | End purification for resolution 1024*1024, loss=0.17476056516170502, iterations=1024
2026-01-07 03:23:29 | INFO | root | Training time: 7.971983194351196, loss: 0.17476056516170502, params_num: 12358
2026-01-07 03:23:29 | INFO | root | Purified data 20, shape: torch.Size([1, 62, 1000]), mse:0.21175126731395721, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:23:29 | INFO | root | 
2026-01-07 03:23:29 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:23:30 | INFO | root | End purification for resolution 128*128, loss=0.09936770796775818, iterations=256
2026-01-07 03:23:31 | INFO | root | End purification for resolution 256*256, loss=0.1308978945016861, iterations=256
2026-01-07 03:23:33 | INFO | root | End purification for resolution 512*512, loss=0.21957315504550934, iterations=512
2026-01-07 03:23:37 | INFO | root | End purification for resolution 1024*1024, loss=0.26495563983917236, iterations=1024
2026-01-07 03:23:37 | INFO | root | Training time: 8.266528606414795, loss: 0.26495563983917236, params_num: 12358
2026-01-07 03:23:38 | INFO | root | Purified data 21, shape: torch.Size([1, 62, 1000]), mse:0.33300068974494934, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:23:38 | INFO | root | 
2026-01-07 03:23:38 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:23:39 | INFO | root | End purification for resolution 128*128, loss=0.081070676445961, iterations=256
2026-01-07 03:23:40 | INFO | root | End purification for resolution 256*256, loss=0.1262601763010025, iterations=256
2026-01-07 03:23:42 | INFO | root | End purification for resolution 512*512, loss=0.23346324265003204, iterations=512
2026-01-07 03:23:46 | INFO | root | End purification for resolution 1024*1024, loss=0.2867652177810669, iterations=1024
2026-01-07 03:23:46 | INFO | root | Training time: 7.927897691726685, loss: 0.2867652177810669, params_num: 12358
2026-01-07 03:23:46 | INFO | root | Purified data 22, shape: torch.Size([1, 62, 1000]), mse:0.35614410042762756, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:23:46 | INFO | root | 
2026-01-07 03:23:46 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:23:47 | INFO | root | End purification for resolution 128*128, loss=0.09766583144664764, iterations=256
2026-01-07 03:23:48 | INFO | root | End purification for resolution 256*256, loss=0.13536770641803741, iterations=256
2026-01-07 03:23:50 | INFO | root | End purification for resolution 512*512, loss=0.22587674856185913, iterations=512
2026-01-07 03:23:54 | INFO | root | End purification for resolution 1024*1024, loss=0.2769277095794678, iterations=1024
2026-01-07 03:23:54 | INFO | root | Training time: 7.75367546081543, loss: 0.2769277095794678, params_num: 12358
2026-01-07 03:23:54 | INFO | root | Purified data 23, shape: torch.Size([1, 62, 1000]), mse:0.34326788783073425, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:23:54 | INFO | root | 
2026-01-07 03:23:54 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:23:55 | INFO | root | End purification for resolution 128*128, loss=0.06009005382657051, iterations=256
2026-01-07 03:23:56 | INFO | root | End purification for resolution 256*256, loss=0.09062828123569489, iterations=256
2026-01-07 03:23:58 | INFO | root | End purification for resolution 512*512, loss=0.18075233697891235, iterations=512
2026-01-07 03:24:02 | INFO | root | End purification for resolution 1024*1024, loss=0.22480656206607819, iterations=1024
2026-01-07 03:24:02 | INFO | root | Training time: 7.646777868270874, loss: 0.22480656206607819, params_num: 12358
2026-01-07 03:24:02 | INFO | root | Purified data 24, shape: torch.Size([1, 62, 1000]), mse:0.27211034297943115, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:24:02 | INFO | root | 
2026-01-07 03:24:02 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:03 | INFO | root | End purification for resolution 128*128, loss=0.07038918882608414, iterations=256
2026-01-07 03:24:04 | INFO | root | End purification for resolution 256*256, loss=0.09982059895992279, iterations=256
2026-01-07 03:24:06 | INFO | root | End purification for resolution 512*512, loss=0.20659421384334564, iterations=512
2026-01-07 03:24:11 | INFO | root | End purification for resolution 1024*1024, loss=0.26544666290283203, iterations=1024
2026-01-07 03:24:11 | INFO | root | Training time: 8.511677026748657, loss: 0.26544666290283203, params_num: 12358
2026-01-07 03:24:11 | INFO | root | Purified data 25, shape: torch.Size([1, 62, 1000]), mse:0.32927510142326355, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:24:11 | INFO | root | 
2026-01-07 03:24:11 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:12 | INFO | root | End purification for resolution 128*128, loss=0.10668624192476273, iterations=256
2026-01-07 03:24:14 | INFO | root | End purification for resolution 256*256, loss=0.14239594340324402, iterations=256
2026-01-07 03:24:16 | INFO | root | End purification for resolution 512*512, loss=0.2349548637866974, iterations=512
2026-01-07 03:24:20 | INFO | root | End purification for resolution 1024*1024, loss=0.2778962552547455, iterations=1024
2026-01-07 03:24:20 | INFO | root | Training time: 8.859611511230469, loss: 0.2778962552547455, params_num: 12358
2026-01-07 03:24:20 | INFO | root | Purified data 26, shape: torch.Size([1, 62, 1000]), mse:0.3391307592391968, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:24:20 | INFO | root | 
2026-01-07 03:24:20 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:21 | INFO | root | End purification for resolution 128*128, loss=0.06184905394911766, iterations=256
2026-01-07 03:24:22 | INFO | root | End purification for resolution 256*256, loss=0.07280660420656204, iterations=256
2026-01-07 03:24:24 | INFO | root | End purification for resolution 512*512, loss=0.148124560713768, iterations=512
2026-01-07 03:24:29 | INFO | root | End purification for resolution 1024*1024, loss=0.1869756430387497, iterations=1024
2026-01-07 03:24:29 | INFO | root | Training time: 8.667244672775269, loss: 0.1869756430387497, params_num: 12358
2026-01-07 03:24:29 | INFO | root | Purified data 27, shape: torch.Size([1, 62, 1000]), mse:0.23178383708000183, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:24:29 | INFO | root | 
2026-01-07 03:24:29 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:31 | INFO | root | End purification for resolution 128*128, loss=0.09595216065645218, iterations=256
2026-01-07 03:24:32 | INFO | root | End purification for resolution 256*256, loss=0.11203648149967194, iterations=256
2026-01-07 03:24:34 | INFO | root | End purification for resolution 512*512, loss=0.17815330624580383, iterations=512
2026-01-07 03:24:38 | INFO | root | End purification for resolution 1024*1024, loss=0.20940537750720978, iterations=1024
2026-01-07 03:24:38 | INFO | root | Training time: 8.720984935760498, loss: 0.20940537750720978, params_num: 12358
2026-01-07 03:24:38 | INFO | root | Purified data 28, shape: torch.Size([1, 62, 1000]), mse:0.25952985882759094, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:24:38 | INFO | root | 
2026-01-07 03:24:38 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:39 | INFO | root | End purification for resolution 128*128, loss=0.1165425255894661, iterations=256
2026-01-07 03:24:41 | INFO | root | End purification for resolution 256*256, loss=0.12212442606687546, iterations=256
2026-01-07 03:24:43 | INFO | root | End purification for resolution 512*512, loss=0.19743113219738007, iterations=512
2026-01-07 03:24:47 | INFO | root | End purification for resolution 1024*1024, loss=0.23147177696228027, iterations=1024
2026-01-07 03:24:47 | INFO | root | Training time: 8.389301300048828, loss: 0.23147177696228027, params_num: 12358
2026-01-07 03:24:47 | INFO | root | Purified data 29, shape: torch.Size([1, 62, 1000]), mse:0.28047415614128113, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:24:47 | INFO | root | 
2026-01-07 03:24:47 | INFO | root | original data shape: torch.Size([1, 62, 1000]), Resized data shape: torch.Size([9, 9, 1024])
2026-01-07 03:24:48 | INFO | root | End purification for resolution 128*128, loss=0.10718106478452682, iterations=256
2026-01-07 03:24:49 | INFO | root | End purification for resolution 256*256, loss=0.15211868286132812, iterations=256
2026-01-07 03:24:51 | INFO | root | End purification for resolution 512*512, loss=0.26933184266090393, iterations=512
2026-01-07 03:24:55 | INFO | root | End purification for resolution 1024*1024, loss=0.3296363651752472, iterations=1024
2026-01-07 03:24:55 | INFO | root | Training time: 7.988370895385742, loss: 0.3296363651752472, params_num: 12358
2026-01-07 03:24:55 | INFO | root | Purified data 30, shape: torch.Size([1, 62, 1000]), mse:0.40682730078697205, compression rate: 0.19932258064516128, 5.016993040945136x
2026-01-07 03:24:55 | INFO | root | 
