2026-01-07 02:10:58 | INFO | root | Training m3cv with eegnet
2026-01-07 02:10:58 | INFO | root | Namespace(dataset='m3cv', model='eegnet', at_strategy='trades', epsilon=0.1, pgd_step_size=0.01, pgd_steps=20, fbf_replays=2, trades_beta=0.1, clean_ratio=0.0, clip_min=None, clip_max=None, pgd_random_start=True, epochs=400, batch_size=128, lr=0.001, weight_decay=0, patience=20, seed=42, gpu_id=2)
2026-01-07 02:10:58 | INFO | root | AT config | strategy: trades, eps: 0.1, step size: 0.01, steps: 20, fbf_replays: 2, trades_beta: 0.1, clean_ratio: 0.0, random_start: True, clip_min/max: (None, None)
2026-01-07 02:10:58 | INFO | torcheeg | 🔍 | Detected cached processing results, reading cache from ./cached_data/m3cv_EA.
2026-01-07 02:11:19 | INFO | root | Dataset: m3cv, Sample_num: 57851, num_classes: 95
2026-01-07 02:11:19 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/kfold_split.
2026-01-07 02:11:19 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-07 02:11:19 | INFO | root | sample num in train set: 46280, sample num in test set: 11571
2026-01-07 02:11:19 | INFO | root | Model: eegnet, Parameter Num: 49248
2026-01-07 02:11:19 | INFO | torcheeg | 📊 | Detected existing split of train and test set, use existing split from ./cached_data/m3cv_split/test_val_split_0.
2026-01-07 02:11:19 | INFO | torcheeg | 💡 | If the dataset is re-generated, you need to re-generate the split of the dataset instead of using the previous split.
2026-01-07 02:11:19 | INFO | root | sample num in train set: 46280, sample num in val set: 5785, sample num in test set: 5786
2026-01-07 02:27:37 | INFO | root | Epoch: 1, Train Loss: 2.9111, Val Acc: 0.8697, Val Loss: 0.6793, Test Acc: 0.8726, Test Loss: 0.6816, Learning Rate: 0.001000
2026-01-07 14:01:52 | INFO | root | Epoch: 53, Train Loss: 0.1622, Val Acc: 0.9839, Val Loss: 0.0438, Test Acc: 0.9798, Test Loss: 0.0502, Learning Rate: 0.001000
2026-01-07 14:09:54 | INFO | root | Epoch: 54, Train Loss: 0.1597, Val Acc: 0.9862, Val Loss: 0.0407, Test Acc: 0.9800, Test Loss: 0.0470, Learning Rate: 0.001000
2026-01-07 14:22:54 | INFO | root | Epoch: 55, Train Loss: 0.1586, Val Acc: 0.9860, Val Loss: 0.0404, Test Acc: 0.9810, Test Loss: 0.0470, Learning Rate: 0.001000
2026-01-07 14:36:17 | INFO | root | Epoch: 56, Train Loss: 0.1599, Val Acc: 0.9907, Val Loss: 0.0414, Test Acc: 0.9836, Test Loss: 0.0494, Learning Rate: 0.001000
2026-01-07 14:54:23 | INFO | root | Epoch: 57, Train Loss: 0.1591, Val Acc: 0.9857, Val Loss: 0.0401, Test Acc: 0.9806, Test Loss: 0.0471, Learning Rate: 0.001000
2026-01-07 15:22:44 | INFO | root | Epoch: 58, Train Loss: 0.1583, Val Acc: 0.9843, Val Loss: 0.0399, Test Acc: 0.9786, Test Loss: 0.0480, Learning Rate: 0.001000
2026-01-07 16:00:30 | INFO | root | Epoch: 59, Train Loss: 0.1596, Val Acc: 0.9851, Val Loss: 0.0392, Test Acc: 0.9794, Test Loss: 0.0466, Learning Rate: 0.001000
2026-01-07 16:32:17 | INFO | root | Epoch: 60, Train Loss: 0.1600, Val Acc: 0.9877, Val Loss: 0.0387, Test Acc: 0.9801, Test Loss: 0.0466, Learning Rate: 0.001000
2026-01-07 17:08:26 | INFO | root | Epoch: 61, Train Loss: 0.1608, Val Acc: 0.9848, Val Loss: 0.0406, Test Acc: 0.9806, Test Loss: 0.0468, Learning Rate: 0.001000
2026-01-07 17:48:22 | INFO | root | Epoch: 62, Train Loss: 0.1595, Val Acc: 0.9836, Val Loss: 0.0410, Test Acc: 0.9806, Test Loss: 0.0462, Learning Rate: 0.001000
2026-01-07 18:21:59 | INFO | root | Epoch: 63, Train Loss: 0.1584, Val Acc: 0.9860, Val Loss: 0.0390, Test Acc: 0.9808, Test Loss: 0.0452, Learning Rate: 0.001000
2026-01-07 19:02:18 | INFO | root | Epoch: 64, Train Loss: 0.1573, Val Acc: 0.9855, Val Loss: 0.0384, Test Acc: 0.9801, Test Loss: 0.0447, Learning Rate: 0.001000
