2026-01-06 22:27:56 | INFO | root | Training m3cv with eegnet
2026-01-07 01:46:14 | INFO | root | Epoch: 74, Train Loss: 0.0188, Val Acc: 0.9907, Val Loss: 0.0177, Test Acc: 0.9863, Test Loss: 0.0222, Learning Rate: 0.000250
2026-01-07 01:48:53 | INFO | root | Epoch: 75, Train Loss: 0.0183, Val Acc: 0.9917, Val Loss: 0.0183, Test Acc: 0.9876, Test Loss: 0.0216, Learning Rate: 0.000250
2026-01-07 01:51:30 | INFO | root | Epoch: 76, Train Loss: 0.0182, Val Acc: 0.9882, Val Loss: 0.0189, Test Acc: 0.9841, Test Loss: 0.0210, Learning Rate: 0.000250
2026-01-07 01:54:09 | INFO | root | Epoch: 77, Train Loss: 0.0177, Val Acc: 0.9898, Val Loss: 0.0191, Test Acc: 0.9838, Test Loss: 0.0208, Learning Rate: 0.000250
2026-01-07 01:56:50 | INFO | root | Epoch: 78, Train Loss: 0.0174, Val Acc: 0.9884, Val Loss: 0.0196, Test Acc: 0.9865, Test Loss: 0.0217, Learning Rate: 0.000250
2026-01-07 01:59:36 | INFO | root | Epoch: 79, Train Loss: 0.0178, Val Acc: 0.9888, Val Loss: 0.0194, Test Acc: 0.9862, Test Loss: 0.0216, Learning Rate: 0.000250
2026-01-07 02:02:15 | INFO | root | Epoch: 80, Train Loss: 0.0178, Val Acc: 0.9853, Val Loss: 0.0191, Test Acc: 0.9813, Test Loss: 0.0213, Learning Rate: 0.000250
2026-01-07 02:04:54 | INFO | root | Epoch: 81, Train Loss: 0.0176, Val Acc: 0.9853, Val Loss: 0.0194, Test Acc: 0.9815, Test Loss: 0.0212, Learning Rate: 0.000250
2026-01-07 02:07:34 | INFO | root | Epoch: 82, Train Loss: 0.0178, Val Acc: 0.9884, Val Loss: 0.0188, Test Acc: 0.9855, Test Loss: 0.0209, Learning Rate: 0.000250
2026-01-07 02:10:14 | INFO | root | Epoch: 83, Train Loss: 0.0173, Val Acc: 0.9862, Val Loss: 0.0185, Test Acc: 0.9815, Test Loss: 0.0213, Learning Rate: 0.000250
2026-01-07 02:10:14 | INFO | root | Early stopping at epoch 83 (no improvement in 20 epochs). Best Val Loss: 0.0167
2026-01-07 02:10:17 | INFO | root | Test Acc: 0.9851, Test Loss: 0.0211
2026-01-07 02:10:18 | INFO | root | Acc: 0.9851±0.0000, Loss: 0.0211±0.0000
