2025-10-21 12:10:25 | INFO | root | Attacking fgsm on seediv with eegnet
2025-10-21 12:10:29 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 19/118
2025-10-21 12:10:29 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 20/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 21/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 22/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 23/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 24/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 25/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 26/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 27/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 28/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 29/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 30/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 31/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 32/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 33/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 34/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 35/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 36/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 37/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 38/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 39/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 40/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 41/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 42/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 43/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 44/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 45/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 46/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 47/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 48/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 49/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 50/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 51/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 52/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 53/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 54/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 55/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 56/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 57/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 58/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 59/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 60/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 61/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 62/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 63/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 64/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 65/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 66/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 67/118
2025-10-21 12:10:30 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 68/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 69/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 70/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 71/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 72/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 73/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 74/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 75/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 76/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 77/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 78/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 79/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 80/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 81/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 82/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 83/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 84/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 85/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 86/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 87/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 88/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 89/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 90/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 91/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 92/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 93/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 94/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 95/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 96/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 97/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 98/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 99/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 100/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 101/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 102/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 103/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 104/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 105/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 106/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 107/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 108/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 109/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 110/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 111/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 112/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 113/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 114/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 115/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 116/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 117/118
2025-10-21 12:10:31 | INFO | root | Attacking fgsm on seediv with eegnet, fold: 0, batch: 118/118
2025-10-21 12:10:32 | INFO | root | Before Attack - Test Accuracy: 60.32%, Test Loss: 0.9597
2025-10-21 12:10:33 | INFO | root | After Attack - Test Accuracy: 0.05%, Test Loss: 5.6322
2025-10-21 12:10:33 | INFO | root | MSE between clean data and adversarial data: 0.000984
