2025-10-21 12:17:47 | INFO | root | Attacking autoattack on m3cv with eegnet
2025-10-21 12:47:21 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 156/181
2025-10-21 12:47:31 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 157/181
2025-10-21 12:47:45 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 158/181
2025-10-21 12:47:55 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 159/181
2025-10-21 12:48:06 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 160/181
2025-10-21 12:48:19 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 161/181
2025-10-21 12:48:29 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 162/181
2025-10-21 12:48:40 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 163/181
2025-10-21 12:48:51 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 164/181
2025-10-21 12:49:01 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 165/181
2025-10-21 12:49:12 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 166/181
2025-10-21 12:49:26 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 167/181
2025-10-21 12:49:37 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 168/181
2025-10-21 12:49:49 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 169/181
2025-10-21 12:50:00 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 170/181
2025-10-21 12:50:11 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 171/181
2025-10-21 12:50:23 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 172/181
2025-10-21 12:50:35 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 173/181
2025-10-21 12:50:45 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 174/181
2025-10-21 12:50:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 175/181
2025-10-21 12:51:13 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 176/181
2025-10-21 12:51:24 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 177/181
2025-10-21 12:51:35 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 178/181
2025-10-21 12:51:47 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 179/181
2025-10-21 12:51:57 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 180/181
2025-10-21 12:52:07 | INFO | root | Attacking autoattack on m3cv with eegnet, fold: 0, batch: 181/181
2025-10-21 12:52:08 | INFO | root | Before Attack - Test Accuracy: 97.96%, Test Loss: 0.0242
2025-10-21 12:52:09 | INFO | root | After Attack - Test Accuracy: 23.45%, Test Loss: 2.7174
2025-10-21 12:52:09 | INFO | root | MSE between clean data and adversarial data: 0.000728
