2025-11-28 04:09:00 | INFO | root | Training thubenchmark with atcnet
2025-11-28 04:14:36 | INFO | root | Epoch: 13, Train Loss: 0.0972, Val Acc: 0.9643, Val Loss: 0.1341, Test Acc: 0.9583, Test Loss: 0.1377, Learning Rate: 0.001000
2025-11-28 04:15:00 | INFO | root | Epoch: 14, Train Loss: 0.0889, Val Acc: 0.9690, Val Loss: 0.1223, Test Acc: 0.9560, Test Loss: 0.1489, Learning Rate: 0.001000
2025-11-28 04:15:22 | INFO | root | Epoch: 15, Train Loss: 0.0816, Val Acc: 0.9631, Val Loss: 0.1278, Test Acc: 0.9619, Test Loss: 0.1356, Learning Rate: 0.001000
2025-11-28 04:15:45 | INFO | root | Epoch: 16, Train Loss: 0.0662, Val Acc: 0.9631, Val Loss: 0.1477, Test Acc: 0.9595, Test Loss: 0.1404, Learning Rate: 0.001000
2025-11-28 04:16:07 | INFO | root | Epoch: 17, Train Loss: 0.0606, Val Acc: 0.9714, Val Loss: 0.1171, Test Acc: 0.9607, Test Loss: 0.1369, Learning Rate: 0.001000
2025-11-28 04:16:32 | INFO | root | Epoch: 18, Train Loss: 0.0539, Val Acc: 0.9714, Val Loss: 0.1267, Test Acc: 0.9667, Test Loss: 0.1322, Learning Rate: 0.001000
2025-11-28 04:16:55 | INFO | root | Epoch: 19, Train Loss: 0.0508, Val Acc: 0.9690, Val Loss: 0.1189, Test Acc: 0.9690, Test Loss: 0.1238, Learning Rate: 0.001000
2025-11-28 04:17:21 | INFO | root | Epoch: 20, Train Loss: 0.0509, Val Acc: 0.9631, Val Loss: 0.1268, Test Acc: 0.9643, Test Loss: 0.1348, Learning Rate: 0.001000
2025-11-28 04:17:43 | INFO | root | Epoch: 21, Train Loss: 0.0475, Val Acc: 0.9762, Val Loss: 0.1104, Test Acc: 0.9583, Test Loss: 0.1400, Learning Rate: 0.001000
2025-11-28 04:18:08 | INFO | root | Epoch: 22, Train Loss: 0.0457, Val Acc: 0.9679, Val Loss: 0.1327, Test Acc: 0.9655, Test Loss: 0.1315, Learning Rate: 0.001000
2025-11-28 04:18:30 | INFO | root | Epoch: 23, Train Loss: 0.0459, Val Acc: 0.9679, Val Loss: 0.1281, Test Acc: 0.9690, Test Loss: 0.1215, Learning Rate: 0.001000
2025-11-28 04:18:54 | INFO | root | Epoch: 24, Train Loss: 0.0412, Val Acc: 0.9607, Val Loss: 0.1414, Test Acc: 0.9655, Test Loss: 0.1407, Learning Rate: 0.001000
2025-11-28 04:19:18 | INFO | root | Epoch: 25, Train Loss: 0.0428, Val Acc: 0.9667, Val Loss: 0.1306, Test Acc: 0.9667, Test Loss: 0.1337, Learning Rate: 0.001000
2025-11-28 04:19:41 | INFO | root | Epoch: 26, Train Loss: 0.0431, Val Acc: 0.9631, Val Loss: 0.1269, Test Acc: 0.9607, Test Loss: 0.1469, Learning Rate: 0.001000
2025-11-28 04:20:06 | INFO | root | Epoch: 27, Train Loss: 0.0415, Val Acc: 0.9631, Val Loss: 0.1539, Test Acc: 0.9619, Test Loss: 0.1403, Learning Rate: 0.001000
2025-11-28 04:20:29 | INFO | root | Epoch: 28, Train Loss: 0.0326, Val Acc: 0.9655, Val Loss: 0.1243, Test Acc: 0.9726, Test Loss: 0.1165, Learning Rate: 0.001000
2025-11-28 04:20:52 | INFO | root | Epoch: 29, Train Loss: 0.0318, Val Acc: 0.9655, Val Loss: 0.1378, Test Acc: 0.9690, Test Loss: 0.1273, Learning Rate: 0.001000
2025-11-28 04:21:15 | INFO | root | Epoch: 30, Train Loss: 0.0270, Val Acc: 0.9667, Val Loss: 0.1331, Test Acc: 0.9690, Test Loss: 0.1261, Learning Rate: 0.001000
2025-11-28 04:21:39 | INFO | root | Epoch: 31, Train Loss: 0.0354, Val Acc: 0.9679, Val Loss: 0.1239, Test Acc: 0.9690, Test Loss: 0.1111, Learning Rate: 0.001000
2025-11-28 04:22:05 | INFO | root | Epoch: 32, Train Loss: 0.0280, Val Acc: 0.9690, Val Loss: 0.1283, Test Acc: 0.9690, Test Loss: 0.1057, Learning Rate: 0.000500
2025-11-28 04:22:31 | INFO | root | Epoch: 33, Train Loss: 0.0242, Val Acc: 0.9702, Val Loss: 0.1144, Test Acc: 0.9762, Test Loss: 0.1075, Learning Rate: 0.000500
2025-11-28 04:23:08 | INFO | root | Epoch: 34, Train Loss: 0.0216, Val Acc: 0.9690, Val Loss: 0.1165, Test Acc: 0.9738, Test Loss: 0.1101, Learning Rate: 0.000500
2025-11-28 04:23:42 | INFO | root | Epoch: 35, Train Loss: 0.0180, Val Acc: 0.9667, Val Loss: 0.1314, Test Acc: 0.9690, Test Loss: 0.1143, Learning Rate: 0.000500
2025-11-28 04:24:17 | INFO | root | Epoch: 36, Train Loss: 0.0193, Val Acc: 0.9726, Val Loss: 0.1218, Test Acc: 0.9702, Test Loss: 0.1214, Learning Rate: 0.000500
2025-11-28 04:24:46 | INFO | root | Epoch: 37, Train Loss: 0.0155, Val Acc: 0.9714, Val Loss: 0.1225, Test Acc: 0.9762, Test Loss: 0.1193, Learning Rate: 0.000500
2025-11-28 04:25:09 | INFO | root | Epoch: 38, Train Loss: 0.0140, Val Acc: 0.9750, Val Loss: 0.1221, Test Acc: 0.9702, Test Loss: 0.1273, Learning Rate: 0.000500
2025-11-28 04:25:30 | INFO | root | Epoch: 39, Train Loss: 0.0126, Val Acc: 0.9774, Val Loss: 0.1140, Test Acc: 0.9786, Test Loss: 0.1243, Learning Rate: 0.000500
2025-11-28 04:25:54 | INFO | root | Epoch: 40, Train Loss: 0.0141, Val Acc: 0.9714, Val Loss: 0.1335, Test Acc: 0.9738, Test Loss: 0.1250, Learning Rate: 0.000500
2025-11-28 04:26:20 | INFO | root | Epoch: 41, Train Loss: 0.0131, Val Acc: 0.9679, Val Loss: 0.1289, Test Acc: 0.9679, Test Loss: 0.1367, Learning Rate: 0.000500
2025-11-28 04:26:20 | INFO | root | Early stopping at epoch 41 (no improvement in 20 epochs). Best Val Loss: 0.1104
2025-11-28 04:26:21 | INFO | root | Test Acc: 0.9583, Test Loss: 0.1400
2025-11-28 04:26:21 | INFO | root | Acc: 0.9583±0.0000, Loss: 0.1400±0.0000
