2025-11-28 04:42:01 | INFO | root | Training thubenchmark with atcnet
2025-11-28 04:45:10 | INFO | root | Epoch: 8, Train Loss: 0.1933, Val Acc: 0.9690, Val Loss: 0.1679, Test Acc: 0.9524, Test Loss: 0.1720, Learning Rate: 0.001000
2025-11-28 04:45:34 | INFO | root | Epoch: 9, Train Loss: 0.1714, Val Acc: 0.9560, Val Loss: 0.1471, Test Acc: 0.9619, Test Loss: 0.1564, Learning Rate: 0.001000
2025-11-28 04:45:57 | INFO | root | Epoch: 10, Train Loss: 0.1399, Val Acc: 0.9667, Val Loss: 0.1443, Test Acc: 0.9607, Test Loss: 0.1460, Learning Rate: 0.001000
2025-11-28 04:46:19 | INFO | root | Epoch: 11, Train Loss: 0.1251, Val Acc: 0.9762, Val Loss: 0.1306, Test Acc: 0.9643, Test Loss: 0.1368, Learning Rate: 0.001000
2025-11-28 04:46:42 | INFO | root | Epoch: 12, Train Loss: 0.1069, Val Acc: 0.9679, Val Loss: 0.1318, Test Acc: 0.9643, Test Loss: 0.1326, Learning Rate: 0.001000
2025-11-28 04:47:03 | INFO | root | Epoch: 13, Train Loss: 0.0934, Val Acc: 0.9643, Val Loss: 0.1333, Test Acc: 0.9607, Test Loss: 0.1366, Learning Rate: 0.001000
2025-11-28 04:47:27 | INFO | root | Epoch: 14, Train Loss: 0.0849, Val Acc: 0.9690, Val Loss: 0.1231, Test Acc: 0.9607, Test Loss: 0.1466, Learning Rate: 0.001000
2025-11-28 04:47:51 | INFO | root | Epoch: 15, Train Loss: 0.0776, Val Acc: 0.9667, Val Loss: 0.1279, Test Acc: 0.9631, Test Loss: 0.1326, Learning Rate: 0.001000
2025-11-28 04:48:12 | INFO | root | Epoch: 16, Train Loss: 0.0619, Val Acc: 0.9631, Val Loss: 0.1508, Test Acc: 0.9643, Test Loss: 0.1400, Learning Rate: 0.001000
2025-11-28 04:48:33 | INFO | root | Epoch: 17, Train Loss: 0.0569, Val Acc: 0.9714, Val Loss: 0.1161, Test Acc: 0.9667, Test Loss: 0.1351, Learning Rate: 0.001000
2025-11-28 04:48:56 | INFO | root | Epoch: 18, Train Loss: 0.0502, Val Acc: 0.9750, Val Loss: 0.1225, Test Acc: 0.9655, Test Loss: 0.1340, Learning Rate: 0.001000
2025-11-28 04:49:20 | INFO | root | Epoch: 19, Train Loss: 0.0464, Val Acc: 0.9714, Val Loss: 0.1165, Test Acc: 0.9679, Test Loss: 0.1272, Learning Rate: 0.001000
2025-11-28 04:49:42 | INFO | root | Epoch: 20, Train Loss: 0.0471, Val Acc: 0.9667, Val Loss: 0.1345, Test Acc: 0.9631, Test Loss: 0.1349, Learning Rate: 0.001000
2025-11-28 04:50:05 | INFO | root | Epoch: 21, Train Loss: 0.0453, Val Acc: 0.9750, Val Loss: 0.1176, Test Acc: 0.9607, Test Loss: 0.1403, Learning Rate: 0.001000
2025-11-28 04:50:28 | INFO | root | Epoch: 22, Train Loss: 0.0413, Val Acc: 0.9690, Val Loss: 0.1389, Test Acc: 0.9679, Test Loss: 0.1266, Learning Rate: 0.001000
2025-11-28 04:50:50 | INFO | root | Epoch: 23, Train Loss: 0.0441, Val Acc: 0.9690, Val Loss: 0.1311, Test Acc: 0.9714, Test Loss: 0.1207, Learning Rate: 0.001000
2025-11-28 04:51:13 | INFO | root | Epoch: 24, Train Loss: 0.0370, Val Acc: 0.9619, Val Loss: 0.1446, Test Acc: 0.9702, Test Loss: 0.1427, Learning Rate: 0.001000
2025-11-28 04:51:39 | INFO | root | Epoch: 25, Train Loss: 0.0400, Val Acc: 0.9667, Val Loss: 0.1324, Test Acc: 0.9643, Test Loss: 0.1398, Learning Rate: 0.001000
2025-11-28 04:52:02 | INFO | root | Epoch: 26, Train Loss: 0.0388, Val Acc: 0.9619, Val Loss: 0.1282, Test Acc: 0.9607, Test Loss: 0.1549, Learning Rate: 0.001000
2025-11-28 04:52:26 | INFO | root | Epoch: 27, Train Loss: 0.0408, Val Acc: 0.9583, Val Loss: 0.1610, Test Acc: 0.9655, Test Loss: 0.1520, Learning Rate: 0.001000
2025-11-28 04:52:47 | INFO | root | Epoch: 28, Train Loss: 0.0291, Val Acc: 0.9643, Val Loss: 0.1357, Test Acc: 0.9726, Test Loss: 0.1284, Learning Rate: 0.000500
2025-11-28 04:53:05 | INFO | root | Epoch: 29, Train Loss: 0.0227, Val Acc: 0.9714, Val Loss: 0.1195, Test Acc: 0.9690, Test Loss: 0.1312, Learning Rate: 0.000500
2025-11-28 04:53:31 | INFO | root | Epoch: 30, Train Loss: 0.0154, Val Acc: 0.9726, Val Loss: 0.1369, Test Acc: 0.9655, Test Loss: 0.1322, Learning Rate: 0.000500
2025-11-28 04:53:54 | INFO | root | Epoch: 31, Train Loss: 0.0216, Val Acc: 0.9738, Val Loss: 0.1281, Test Acc: 0.9690, Test Loss: 0.1302, Learning Rate: 0.000500
2025-11-28 04:54:18 | INFO | root | Epoch: 32, Train Loss: 0.0172, Val Acc: 0.9726, Val Loss: 0.1362, Test Acc: 0.9714, Test Loss: 0.1271, Learning Rate: 0.000500
2025-11-28 04:54:43 | INFO | root | Epoch: 33, Train Loss: 0.0183, Val Acc: 0.9738, Val Loss: 0.1294, Test Acc: 0.9702, Test Loss: 0.1321, Learning Rate: 0.000500
2025-11-28 04:55:06 | INFO | root | Epoch: 34, Train Loss: 0.0187, Val Acc: 0.9726, Val Loss: 0.1286, Test Acc: 0.9738, Test Loss: 0.1219, Learning Rate: 0.000500
2025-11-28 04:55:31 | INFO | root | Epoch: 35, Train Loss: 0.0174, Val Acc: 0.9679, Val Loss: 0.1403, Test Acc: 0.9702, Test Loss: 0.1260, Learning Rate: 0.000500
2025-11-28 04:55:55 | INFO | root | Epoch: 36, Train Loss: 0.0167, Val Acc: 0.9702, Val Loss: 0.1338, Test Acc: 0.9714, Test Loss: 0.1287, Learning Rate: 0.000500
2025-11-28 04:56:19 | INFO | root | Epoch: 37, Train Loss: 0.0152, Val Acc: 0.9750, Val Loss: 0.1248, Test Acc: 0.9702, Test Loss: 0.1339, Learning Rate: 0.000500
2025-11-28 04:56:19 | INFO | root | Early stopping at epoch 37 (no improvement in 20 epochs). Best Val Loss: 0.1161
2025-11-28 04:56:22 | INFO | root | Test Acc: 0.9667, Test Loss: 0.1351
2025-11-28 04:56:22 | INFO | root | Acc: 0.9667±0.0000, Loss: 0.1351±0.0000
